respondent_id,xyz_vaccine,seasonal_vaccine
40479,0.05,0.24666666666666665
40480,0.13,0.53
40481,0.06,0.42
40482,0.65,0.67
40483,0.02,0.03
40484,0.72,1.0
40485,0.13,0.55
40486,0.02,0.15
40487,0.16,0.37
40488,0.2,0.74
40489,0.18,0.26
40490,0.06,0.52
40491,0.0,0.8471666666666665
40492,0.2,0.93
40493,0.04,0.52
40494,0.0,0.08
40495,0.5,0.575
40496,0.34,0.58
40497,0.08,0.62
40498,0.01,0.26
40499,0.445,0.46
40500,0.13,0.07
40501,0.32,0.52
40502,0.0,0.12
40503,0.10166666666666668,0.875
40504,0.0,0.0
40505,0.05,0.34
40506,0.09,0.83
40507,0.05,0.93
40508,0.76,0.45833333333333337
40509,0.03,0.10666666666666666
40510,0.07,0.8899999999999999
40511,0.5325,0.67
40512,0.33,0.69
40513,0.0,0.09
40514,0.01,0.93
40515,0.04,0.94
40516,0.56,0.86
40517,0.02,0.05
40518,0.0,0.04
40519,0.504,0.44
40520,0.97,1.0
40521,0.8,0.92
40522,0.03,0.81
40523,0.03,0.44
40524,0.0,0.23
40525,0.75,0.94
40526,0.09,0.53
40527,0.91,0.97
40528,0.04,0.11
40529,0.09,0.36
40530,0.16076190476190477,0.12416666666666666
40531,0.01,0.53
40532,0.03,0.08
40533,0.75,0.98
40534,0.03,0.26
40535,0.03866666666666666,0.86
40536,0.01,0.03
40537,0.0,0.1
40538,0.01,0.96
40539,0.05,0.49
40540,0.69,0.68
40541,0.5008095238095238,1.0
40542,0.05,0.15
40543,0.32,0.31
40544,0.02857142857142857,0.15
40545,0.16,0.73
40546,0.17,0.11833333333333332
40547,0.31,0.66
40548,0.04,0.25
40549,0.04,0.865
40550,0.03,0.07
40551,0.24,0.27
40552,0.17,0.525
40553,0.24,0.23
40554,0.95,0.81
40555,0.0,0.38
40556,0.09,0.02
40557,0.02,0.34
40558,0.45,0.2333333333333333
40559,0.42,0.86
40560,0.31,0.7
40561,0.14,0.31
40562,0.2945,0.35
40563,0.0,0.18
40564,0.23,0.49
40565,0.75,0.45
40566,0.08,0.235
40567,0.395,0.61
40568,0.12,0.07
40569,0.13,0.99
40570,0.6,0.72
40571,0.0,0.75
40572,0.03,0.68
40573,0.1,0.645
40574,0.02,0.7
40575,0.91,0.54
40576,0.03,0.0
40577,0.14,0.28
40578,0.22,0.14
40579,0.0,0.37
40580,0.11,0.22
40581,0.28,0.22
40582,0.46,0.96
40583,0.0,0.06
40584,0.3107857142857143,0.76
40585,0.11,0.18
40586,0.0,0.03
40587,0.04,0.3
40588,0.07,0.97
40589,0.11,0.64
40590,0.14,0.69
40591,0.09,0.97
40592,0.5475,0.5666666666666668
40593,0.07,0.38
40594,0.02,0.06
40595,0.27,0.965
40596,0.07,0.7933333333333334
40597,0.0125,1.0
40598,0.05,0.41
40599,0.02,0.08
40600,0.09,0.11
40601,0.01,0.22333333333333333
40602,0.28,0.09
40603,0.215,0.45
40604,0.56,0.15
40605,0.38,0.7
40606,0.27,0.76
40607,0.01,0.76
40608,0.07,0.19
40609,0.05616666666666667,0.25
40610,0.22,0.34
40611,0.01,0.25
40612,0.07,0.48
40613,0.32,0.53
40614,0.1,0.26
40615,0.0,0.06
40616,0.04,0.245
40617,0.1,0.98
40618,0.09,0.14
40619,0.28,0.905
40620,0.45,0.64
40621,0.04,0.2
40622,0.05,0.11
40623,0.21,0.37
40624,0.98,0.97
40625,0.01,0.72
40626,0.07,0.15
40627,0.308,0.34
40628,0.02,0.03
40629,0.07,0.46
40630,0.03,0.4
40631,0.0,0.11
40632,0.2,0.16
40633,0.07166666666666666,0.5666666666666667
40634,0.23,0.63
40635,0.05,0.97
40636,0.15333333333333335,0.348
40637,0.67,0.91
40638,0.01,0.94
40639,0.35,0.32233333333333336
40640,0.02,0.6766666666666665
40641,0.02,0.23
40642,0.33,0.47
40643,0.04,0.19
40644,0.09,0.49
40645,0.09,0.39
40646,0.5425,0.77
40647,0.6,0.78
40648,0.24,0.9
40649,0.13,0.83
40650,0.5555,0.85
40651,0.53,0.57
40652,0.48200000000000004,0.56
40653,0.04,0.34
40654,0.11,0.26
40655,0.31,0.39
40656,0.01,0.22
40657,0.6,0.79
40658,0.18,0.42
40659,0.06,0.18
40660,0.08,0.23
40661,0.005833333333333333,0.19
40662,0.94,0.9
40663,0.77,0.78
40664,0.4,0.63
40665,0.27,0.22
40666,0.125,0.2583333333333333
40667,0.21,0.5
40668,0.0,0.74
40669,0.01,0.08
40670,0.03,0.26
40671,0.44,0.66
40672,0.8,0.88
40673,0.4543333333333333,0.76
40674,0.08,0.275
40675,0.88,0.85
40676,0.01,0.07
40677,0.01,0.7
40678,0.27,0.09
40679,0.08,0.16
40680,0.03,0.48
40681,0.05,0.67
40682,0.49,0.73
40683,0.0,0.18
40684,0.0,0.13
40685,0.05,0.68
40686,0.0175,0.97
40687,0.41,0.25
40688,0.3,0.34
40689,0.98,1.0
40690,0.05,0.56
40691,0.0,0.05
40692,0.4,0.75
40693,0.01,0.95
40694,0.04,0.94
40695,0.01,0.35
40696,0.02,0.04
40697,0.2,0.23
40698,0.335,0.87
40699,0.816,0.97
40700,0.4,0.8
40701,0.84,0.7056666666666667
40702,0.2525,0.31
40703,0.08,0.57
40704,0.8,0.89
40705,0.1495,0.22
40706,0.04,0.18
40707,0.45,0.89
40708,0.87,0.92
40709,0.34,0.65
40710,0.8729401154401155,0.3
40711,0.08,0.68
40712,0.01,0.02
40713,0.1175,0.75
40714,0.06666666666666667,0.22033333333333327
40715,0.9,0.84
40716,0.17,0.51
40717,0.31,0.25
40718,0.08,0.37
40719,0.09,0.12
40720,0.07,0.52
40721,0.15,0.99
40722,0.03,0.48
40723,0.03,0.18
40724,0.33,0.27
40725,0.06,0.27
40726,0.2,0.32
40727,0.02,0.03
40728,0.02,0.2
40729,0.0,0.36
40730,0.245,0.9077777777777777
40731,0.05,0.49
40732,0.07,0.18
40733,0.0,0.99
40734,0.35,0.15
40735,0.16,0.25
40736,0.17,0.5
40737,0.03,0.17
40738,0.55,0.915
40739,0.0,0.02
40740,0.02,0.382
40741,0.03,0.04
40742,0.02,0.01
40743,0.45,0.76
40744,0.17,0.39
40745,0.02,0.72
40746,0.0,0.07
40747,0.0,0.26
40748,0.08,0.45
40749,0.11,0.09
40750,0.23,0.18
40751,0.17,0.97
40752,0.17,0.04
40753,0.72,0.82
40754,0.01,0.19
40755,0.1,0.94
40756,0.09666666666666668,0.26
40757,0.15,0.48
40758,0.49714285714285716,0.79
40759,0.16,0.305
40760,0.01,0.91
40761,0.86,0.86
40762,0.12,0.675
40763,0.01,0.02
40764,0.01,0.07
40765,0.41,0.37
40766,0.705,0.67
40767,0.05,0.03
40768,0.17,0.18
40769,0.04,0.09
40770,0.0,0.01
40771,0.13,0.4
40772,0.87,0.6083333333333334
40773,0.04,0.508
40774,0.01,0.48100000000000004
40775,0.0,0.03
40776,0.18983333333333327,0.12
40777,0.51,0.595
40778,0.01,0.04
40779,0.01,0.55
40780,0.12,0.9
40781,0.7866666666666666,0.94
40782,0.415,0.7
40783,0.05,0.33
40784,0.013333333333333332,0.07
40785,0.01,0.45
40786,0.03314285714285715,0.2
40787,0.02,0.42
40788,0.01,0.005
40789,0.21,0.29
40790,0.13,0.77
40791,0.0,0.08
40792,0.09066666666666666,0.8603333333333333
40793,0.28,0.03
40794,0.11,0.24
40795,0.105,0.3466666666666666
40796,0.04,0.27
40797,0.53,0.7
40798,0.01,0.7375
40799,0.92,0.97
40800,0.0,0.05
40801,0.03,0.32
40802,0.03,0.05
40803,0.065,0.73
40804,0.92,0.92
40805,0.65,0.8066666666666668
40806,0.135,0.7
40807,0.16,0.38
40808,0.13528571428571426,0.365
40809,0.01,0.02
40810,0.04,0.16
40811,0.2,0.76
40812,0.01,0.06
40813,0.01,0.1
40814,0.2,0.28
40815,0.0,0.21
40816,0.12,0.22
40817,0.03,0.01
40818,0.04,0.04
40819,0.03,0.96
40820,0.0,0.15
40821,0.13,0.725
40822,0.09,0.41
40823,0.73225,0.67
40824,0.19,0.5
40825,0.01,0.65
40826,0.7825,0.81
40827,0.01,0.92
40828,0.03,0.11
40829,0.16,0.66
40830,0.01,0.2966666666666667
40831,0.054000000000000006,0.47
40832,0.93,0.88
40833,0.96,0.95
40834,0.05,0.07
40835,0.13,0.5
40836,0.08,0.72
40837,0.01,0.0
40838,0.12,0.61
40839,0.05,0.78
40840,0.79,0.93
40841,0.16,0.7
40842,0.56,0.6688333333333334
40843,0.39666666666666667,0.77
40844,0.02,0.39
40845,0.0,0.24
40846,0.13,0.53
40847,0.82,0.97
40848,0.205,0.74
40849,0.14,0.99
40850,0.6575,0.8
40851,0.055,0.26
40852,0.07,0.1
40853,0.83,0.78
40854,0.31,0.76
40855,0.01,0.9
40856,0.09,0.75
40857,0.11,0.75
40858,0.12,0.24
40859,0.2,0.25
40860,0.7250833333333334,0.83
40861,0.01,0.16
40862,0.04,0.11
40863,0.02,0.12
40864,0.01,0.66
40865,0.07,0.13
40866,0.02,0.715
40867,0.02,0.62
40868,0.04,0.8425952380952383
40869,0.06,0.48
40870,0.05,0.07
40871,0.54,0.54
40872,0.02,0.49
40873,0.8075,0.73
40874,0.49,0.62
40875,0.55,0.44
40876,0.98,0.85
40877,0.67,0.5166666666666666
40878,0.06,0.3
40879,0.01,0.97
40880,0.3,0.43
40881,0.02,0.78
40882,0.41,0.98
40883,0.73,0.84
40884,0.0,0.445
40885,0.1275,0.91
40886,0.01,0.09
40887,0.05,0.63
40888,0.14,0.88
40889,0.0,0.98
40890,0.03,0.19
40891,0.03,0.3
40892,0.13,0.28
40893,0.58,0.74
40894,0.0,0.25
40895,0.62,0.77
40896,0.0,0.48
40897,0.79,0.95
40898,0.8693333333333334,0.95
40899,0.04,0.73
40900,0.04,0.24
40901,0.36,0.53
40902,0.48,0.68
40903,0.0,0.21
40904,0.61,0.33
40905,0.26,0.94
40906,0.542,0.91
40907,0.42,0.38
40908,0.18,0.75
40909,0.67,0.61
40910,0.76,0.7466666666666666
40911,0.11,0.74
40912,0.15,0.15
40913,0.08,0.4663333333333333
40914,0.42,0.79
40915,0.01,0.82
40916,0.05,0.21
40917,0.03,0.46
40918,0.74,0.13
40919,0.6,0.96
40920,0.08,0.26
40921,0.19,0.51
40922,0.01,0.04066666666666666
40923,0.2,0.37
40924,0.0,0.22
40925,0.01,0.03
40926,0.46,0.625
40927,0.03,0.24
40928,0.27,0.66
40929,0.03,0.39
40930,0.14,0.88
40931,0.2866666666666666,0.43
40932,0.31,0.13
40933,0.865,0.69
40934,1.0,0.98
40935,0.16,0.51
40936,0.16,0.55
40937,0.2,0.16
40938,0.02,0.18
40939,0.15,0.76
40940,0.03,0.26
40941,0.02,0.3
40942,0.02,0.37
40943,0.01,0.02
40944,0.06,0.24
40945,0.0,0.53
40946,0.04,0.37
40947,0.19,0.07
40948,0.18,0.39
40949,0.03,0.76
40950,0.16916666666666663,0.93
40951,0.63,0.86
40952,0.02,0.68
40953,0.08,0.88
40954,0.33,0.97
40955,0.04,0.5
40956,0.15,0.17
40957,0.01,0.17
40958,0.26,0.55
40959,0.01,0.07
40960,0.51,0.63
40961,0.24,0.24
40962,0.15333333333333335,0.98
40963,0.04,0.11
40964,0.15666666666666665,0.41
40965,0.4,0.84
40966,0.05,0.47
40967,0.0,0.08
40968,0.17,0.96
40969,0.14,0.76
40970,0.04,0.3
40971,0.01,0.27
40972,0.33,0.1
40973,0.01,0.16
40974,0.41,0.6000000000000001
40975,0.34,0.57
40976,0.02,0.195
40977,0.39,0.84
40978,0.03,0.04
40979,0.76,0.92
40980,0.01,0.11
40981,0.22,0.36
40982,0.09,0.23
40983,0.18,0.59
40984,0.16,0.21
40985,0.8683333333333334,0.98
40986,0.03,0.0
40987,0.58,0.95
40988,0.07,0.47
40989,0.07,0.56
40990,0.17,0.12666666666666665
40991,0.011666666666666665,0.28
40992,0.03,0.66
40993,0.04,0.31
40994,0.34,0.8
40995,0.0,0.02
40996,0.08,0.97
40997,0.06,0.73
40998,0.15,0.23
40999,0.17,0.59
41000,0.3,0.79
41001,0.03,0.02
41002,0.31,0.74
41003,0.13,0.92
41004,0.19,0.2275
41005,0.51,0.32
41006,0.04,0.09
41007,0.37,0.7
41008,0.03,0.62
41009,0.03,0.3566666666666667
41010,0.02,0.17
41011,0.37,0.66
41012,0.79,0.86
41013,0.15,0.3
41014,0.04,0.12
41015,0.04,0.6617142857142858
41016,0.01,0.13
41017,0.04,0.38
41018,0.26,0.44
41019,0.07,0.14
41020,0.05,0.98
41021,0.44,0.41
41022,0.075,0.29
41023,0.04,0.88
41024,0.16,0.56
41025,0.01,0.19
41026,0.08,0.21
41027,0.7083333333333335,0.58
41028,0.0,0.79
41029,0.0,0.14
41030,0.55,0.61
41031,0.76,0.74
41032,0.31,0.85
41033,0.17,0.56
41034,0.19,0.71
41035,0.04333333333333333,0.91
41036,0.82,0.94
41037,0.05,0.655
41038,0.4,0.45
41039,0.02,0.08
41040,0.01,0.07
41041,0.35,0.25
41042,0.28,0.36
41043,0.07,0.115
41044,0.09,0.16
41045,0.13,0.55
41046,0.05,0.16
41047,0.18,0.1
41048,0.83,0.41
41049,0.29,0.03
41050,0.55,0.44
41051,0.33,0.97
41052,0.04,0.93
41053,0.68,0.94
41054,0.39714285714285713,0.59
41055,0.05,0.09
41056,0.13,0.12
41057,0.03,0.25
41058,0.12,0.81
41059,0.04,0.22
41060,0.93,0.62
41061,0.06,0.31
41062,0.22,0.85
41063,0.08,0.27
41064,0.07,0.66
41065,0.43,0.24
41066,0.0,0.04
41067,0.21666666666666665,0.52
41068,0.32,0.77
41069,0.65,0.89
41070,0.27,0.3066666666666667
41071,0.0,0.25
41072,0.23,0.52
41073,0.08,0.99
41074,0.19,0.6
41075,0.03666666666666667,0.46
41076,0.3082857142857143,0.5803333333333334
41077,0.25,0.21
41078,0.34,0.53
41079,0.08,0.11
41080,0.11,0.24
41081,0.05,0.74
41082,0.81,0.74
41083,0.08,0.59
41084,0.1,0.29
41085,0.06,0.33
41086,0.13,0.38966666666666666
41087,0.27,0.95
41088,0.33,0.63
41089,0.56,0.64
41090,0.05,0.32
41091,0.96,0.82
41092,0.1291436618936619,0.17416666666666664
41093,0.03,0.05
41094,0.07,0.05
41095,0.16,0.2
41096,0.06,0.07
41097,0.12,0.24
41098,0.12,0.22
41099,0.07,0.25
41100,0.36,0.52
41101,0.03,0.32
41102,0.275,0.85
41103,0.0,0.04
41104,0.0,0.05
41105,0.8016666666666667,0.3858333333333333
41106,0.2025,0.6
41107,0.8,0.92
41108,0.08,0.83
41109,0.51,0.5
41110,0.55,0.4158333333333333
41111,0.04,0.69
41112,0.02,0.23
41113,0.7,0.83
41114,0.24,0.27
41115,0.44416666666666665,0.62
41116,0.22880952380952382,0.56
41117,0.32,0.48
41118,0.03,0.47
41119,0.0,0.65
41120,0.09,0.63
41121,0.05,0.72
41122,0.17,0.21
41123,0.2976666666666667,0.37
41124,0.16333333333333333,0.97
41125,0.31,0.41
41126,0.55,0.46
41127,0.44,0.23
41128,0.01,0.48
41129,0.09,0.31
41130,0.02,0.77
41131,0.07,0.37
41132,0.46,0.475
41133,0.02,0.6988333333333334
41134,0.03,0.18
41135,0.1,0.08
41136,0.12,0.195
41137,0.03,0.05
41138,0.05,0.23
41139,0.85,0.41
41140,0.02,0.55
41141,0.38,0.66
41142,0.52,0.48
41143,0.19,0.61
41144,0.36,0.5
41145,0.7733333333333333,0.96
41146,0.6,0.63
41147,0.0,0.06
41148,0.06,0.14
41149,0.04,0.21
41150,0.08,0.53
41151,0.01,0.87
41152,0.32,0.77
41153,0.02,0.09
41154,0.23,0.3516666666666666
41155,0.3591666666666667,0.45
41156,0.0,0.05
41157,0.0,0.75
41158,0.74,0.51
41159,0.13,0.24
41160,0.1,0.7483333333333333
41161,0.04,0.03
41162,0.01,0.01
41163,0.2,0.12
41164,0.03,0.4174999999999999
41165,0.86,0.83
41166,0.12,0.85
41167,0.04,1.0
41168,0.23,0.22
41169,0.04,0.61
41170,0.25916666666666666,0.67
41171,0.835,0.74
41172,0.08333333333333331,0.63
41173,0.4,0.1
41174,0.36,0.61
41175,0.02,0.71
41176,0.06,0.1
41177,0.54,0.975
41178,0.01,0.11
41179,0.05638311688311688,0.36
41180,0.03,0.17
41181,0.4,0.39
41182,0.03,0.36
41183,0.0775,0.1
41184,0.16,0.74
41185,0.01,0.15
41186,0.04,0.54
41187,0.11,0.28
41188,0.99,0.81
41189,0.0,0.33
41190,0.52,0.6566666666666667
41191,0.91,0.5033333333333333
41192,0.06,0.22
41193,0.11,0.96
41194,0.17,0.16
41195,0.15,0.05
41196,0.0,0.66
41197,0.15,0.07
41198,0.36,0.76
41199,0.32,0.88
41200,0.03,0.19
41201,0.04,0.03
41202,0.78,0.79
41203,0.61,0.59
41204,0.26,0.57
41205,0.0,0.05333333333333333
41206,0.45,0.36
41207,0.02,0.22
41208,0.3,0.4
41209,0.31,0.7333333333333333
41210,0.04,0.705
41211,0.01,0.33
41212,0.17,0.6
41213,0.715,0.2375
41214,0.81,0.89
41215,0.02,0.35
41216,0.11,0.32
41217,0.055,0.15
41218,0.01,0.22
41219,0.0,0.08
41220,0.07999999999999999,0.07
41221,0.52,0.7375
41222,0.02,0.8
41223,0.23,0.93
41224,0.06,0.53
41225,0.03,0.04
41226,0.28,0.73
41227,0.02,0.14
41228,0.01,0.18666666666666668
41229,0.08,0.43
41230,0.31,0.66
41231,0.73,0.15749999999999997
41232,0.0,0.08
41233,0.08,0.61
41234,0.02,0.07
41235,0.8,0.84
41236,0.02,0.07
41237,0.6583333333333334,0.45
41238,0.93,0.9733333333333334
41239,0.02,0.04
41240,0.01,0.18
41241,0.03,0.2725
41242,0.08,0.18
41243,0.11,0.16
41244,0.03,0.06
41245,0.18899999999999997,0.43
41246,0.03,0.085
41247,0.07,0.49
41248,0.89,0.8633333333333333
41249,0.94,0.85
41250,0.02,0.72
41251,0.13,0.55
41252,0.19,1.0
41253,0.76,1.0
41254,0.05,0.12
41255,0.7925,0.71
41256,0.07,0.54
41257,0.69,0.71
41258,0.01,0.25
41259,0.49,0.23
41260,0.26,0.99
41261,0.46,0.77
41262,0.25,0.3
41263,0.01,0.33
41264,0.58,0.78
41265,0.2,0.38
41266,0.17,0.03
41267,0.07,0.0175
41268,0.22499999999999998,0.21
41269,0.46,0.71
41270,0.05,0.21
41271,0.12,0.36333333333333334
41272,0.05,0.2
41273,0.0,0.01
41274,0.3,0.78
41275,0.05,0.13
41276,0.13,0.29
41277,0.05,0.14
41278,0.02,0.72
41279,0.0,0.07
41280,0.6,0.13
41281,0.16,0.47
41282,0.0,0.56
41283,0.0575,0.41
41284,0.12,0.51
41285,0.07,0.09
41286,0.05,0.05
41287,0.54,0.61
41288,0.05,0.17
41289,0.13,0.62
41290,0.08,0.22
41291,0.23,0.92
41292,0.16,0.36
41293,0.01,0.02
41294,0.06,0.21
41295,0.05,0.58
41296,0.0,0.07
41297,0.08,0.24
41298,0.25,0.3
41299,0.0,0.03
41300,0.02,0.1
41301,0.23714285714285716,0.11
41302,0.03,0.44
41303,0.003333333333333333,0.28
41304,0.31,0.39
41305,0.42,0.28
41306,0.0575,0.59
41307,0.29,0.35
41308,0.03,0.28
41309,0.0,0.28
41310,0.28,0.46
41311,0.48,0.53
41312,0.01,0.12
41313,0.06,0.58
41314,0.67,0.63
41315,0.0,0.08
41316,0.21,0.12
41317,0.04,0.43
41318,0.1,0.93
41319,0.08,0.02
41320,0.1,0.42
41321,0.31571428571428567,0.5323333333333333
41322,0.11,0.98
41323,0.023333333333333334,0.22
41324,0.45,0.66
41325,0.03,0.11
41326,0.03,0.45
41327,0.0,0.04
41328,0.03,0.09
41329,0.97,0.97
41330,0.04,0.37
41331,0.31,0.375
41332,0.13,0.84
41333,0.74,0.65
41334,0.02,0.92
41335,0.01,0.3
41336,0.05,0.03
41337,0.3,0.66
41338,0.06,0.06
41339,0.04,0.91
41340,0.59,0.88
41341,0.02,0.71
41342,0.22,0.8
41343,0.64,0.81
41344,0.4961190476190475,0.98
41345,0.04,0.06
41346,0.01,0.07
41347,0.26583333333333337,0.04
41348,0.008333333333333333,0.06833333333333333
41349,0.03,0.58
41350,0.45,0.84
41351,0.1,0.43
41352,0.42,0.76
41353,0.12,0.16
41354,0.02,0.28
41355,0.02,0.06
41356,0.02,0.94
41357,0.27,0.285
41358,0.3366666666666667,0.14
41359,0.62,0.615
41360,0.22,0.18
41361,0.3533333333333333,0.32
41362,0.06,0.44833333333333336
41363,0.2,0.54
41364,0.31,0.67
41365,0.04,0.5325
41366,0.13333333333333333,0.29
41367,0.03,0.04
41368,0.02,0.94
41369,0.01,0.03
41370,0.09799999999999999,0.05
41371,0.02,0.07
41372,0.01,0.48
41373,0.02,0.16
41374,0.04,0.1
41375,0.094,0.32
41376,0.06,0.53
41377,0.19,0.14666666666666667
41378,0.3667857142857143,0.3591666666666667
41379,0.0,0.04
41380,0.07666666666666666,0.73
41381,0.01,0.1
41382,0.46,0.41
41383,0.03,0.36
41384,0.01,0.31
41385,0.01,0.16
41386,0.11,0.185
41387,0.43,0.56
41388,0.05,0.69
41389,0.0,0.34
41390,0.04,0.68
41391,0.95,0.7
41392,0.22,0.25
41393,0.06333333333333332,0.71
41394,0.06,0.16
41395,0.41,0.22
41396,0.04,0.17
41397,0.16,0.65
41398,0.69,0.65
41399,0.01,0.94
41400,0.35,0.67
41401,0.23,0.71
41402,0.46666666666666673,0.605
41403,0.17,0.34
41404,0.02,0.98
41405,0.1,0.12
41406,0.575,0.74
41407,0.11,0.63
41408,0.01,0.4
41409,0.45,0.32
41410,0.23,0.61
41411,0.04,0.25
41412,0.02,0.44
41413,0.84,0.7
41414,0.11,0.93
41415,0.03,0.63
41416,0.02,0.37200000000000005
41417,0.06,0.99
41418,0.4,0.1733333333333333
41419,0.34,0.79
41420,0.01,0.63
41421,1.0,0.99
41422,0.02,0.27
41423,0.19,0.97
41424,0.1,0.66
41425,0.66,0.73
41426,0.0,0.14
41427,0.03,0.41
41428,0.13,0.72
41429,0.23,0.33
41430,0.05,0.26
41431,0.83,0.83
41432,0.01,0.1984523809523809
41433,0.9475,0.95
41434,0.07,0.18
41435,0.0,0.14
41436,0.37,0.62
41437,0.07,0.54
41438,0.025555555555555554,0.04
41439,0.01,0.04
41440,0.0,0.17
41441,0.02,0.7516666666666666
41442,0.5,0.46
41443,0.15194841269841267,0.21
41444,0.12,0.98
41445,0.17333333333333337,0.32
41446,0.23,0.6
41447,0.62,0.7766666666666666
41448,0.03,0.06
41449,0.08,0.76
41450,0.29,0.45
41451,0.09,0.13
41452,0.02,0.5466666666666666
41453,0.22,0.45
41454,0.51,0.74
41455,0.11,0.43
41456,0.5216666666666666,0.55
41457,0.02,0.33
41458,0.21333333333333335,0.47
41459,0.01,0.07
41460,0.35,0.74
41461,0.24,0.91
41462,0.25,0.36
41463,0.31,0.84
41464,0.11,0.3266666666666667
41465,0.18666666666666665,0.65
41466,0.01,0.36
41467,0.3633333333333333,0.38
41468,0.03,0.76
41469,0.505,0.26
41470,0.0,0.29
41471,0.47,0.86
41472,0.355,0.72
41473,0.71,0.71
41474,0.2906666666666667,0.843
41475,0.1758333333333333,0.89
41476,0.07,0.25
41477,0.46944444444444444,0.18
41478,0.05,0.35
41479,0.42,0.51
41480,0.09,0.29
41481,0.01,0.1
41482,0.01,0.1
41483,0.02,0.83
41484,0.1,0.1
41485,0.01,0.19
41486,0.0,0.0
41487,0.3926190476190476,0.64
41488,0.03,0.225
41489,0.01,0.25
41490,0.04,0.59
41491,0.33,0.66
41492,0.02,0.11
41493,0.73,0.73
41494,0.01,0.95
41495,0.1,0.34
41496,0.01,0.79
41497,0.15,0.49
41498,0.18,0.21
41499,0.68,0.37
41500,0.14,0.39
41501,0.27,0.61
41502,0.05,0.6
41503,0.41,0.42
41504,0.08,0.85
41505,0.12,0.56
41506,0.46,0.245
41507,0.03,0.08
41508,0.13,0.21
41509,0.205,0.19
41510,0.07,0.6
41511,0.2,0.3
41512,0.028596792096792098,0.04
41513,0.74,0.49
41514,0.17166666666666663,0.15
41515,0.16,0.49
41516,0.01,0.8
41517,0.13,0.11
41518,0.65,0.64
41519,0.13,0.64
41520,0.42583333333333334,0.7516190476190476
41521,0.08,0.768
41522,0.13,0.21
41523,0.0,0.02
41524,0.655,0.79
41525,0.07,0.84
41526,0.0,0.67
41527,0.03,0.37
41528,0.19,0.98
41529,0.46,0.52
41530,0.13,0.13
41531,0.84,0.68
41532,0.91,0.19
41533,0.5,0.7
41534,0.1475,0.65
41535,0.04,0.11
41536,0.83,0.76
41537,0.3233333333333333,0.72
41538,0.21,0.65
41539,0.28,0.72
41540,0.07666666666666667,0.36
41541,0.8933333333333333,0.84
41542,0.02,0.348
41543,0.25,0.27066666666666667
41544,0.05,0.37
41545,0.62,0.6168333333333333
41546,0.11833333333333332,0.69
41547,0.07,0.63
41548,0.3,0.76
41549,0.0,0.65
41550,0.14,0.65
41551,0.07,0.7328571428571428
41552,0.26,0.77
41553,0.13,0.23
41554,0.39,0.44
41555,0.11,0.47
41556,0.43,0.46
41557,0.23,0.99
41558,0.88,0.74
41559,0.02183333333333333,0.035
41560,0.06,0.45
41561,0.76,0.53
41562,0.52,0.19
41563,0.02,0.55
41564,0.29,0.18
41565,0.17,0.35
41566,0.14,0.71
41567,0.195,0.72
41568,0.63,0.44
41569,0.03,0.54
41570,0.01,0.97
41571,0.3978690476190476,0.205
41572,0.03,0.24333333333333335
41573,0.33,0.8
41574,0.0,0.06
41575,0.59,0.85
41576,0.5433333333333333,0.47666666666666674
41577,0.04,0.92
41578,0.0,0.15
41579,0.04,0.13
41580,0.01,0.69
41581,0.01,0.09
41582,0.55,0.565
41583,0.05,0.8126666666666666
41584,0.04,0.97
41585,0.19,0.44
41586,0.06916666666666667,0.24
41587,0.41,0.61
41588,0.48,0.27
41589,0.96,0.98
41590,0.25,0.25
41591,0.06,0.49
41592,0.34,0.77
41593,0.01,0.53
41594,0.21,0.26
41595,0.05,0.35
41596,0.4,0.78
41597,0.06338095238095237,0.12
41598,0.96,0.95
41599,0.06,0.66
41600,0.02,0.42
41601,0.39,0.49
41602,0.04,0.7643333333333334
41603,0.02,0.5
41604,0.85,0.93
41605,0.02,0.37
41606,0.07,0.18
41607,0.22,0.71
41608,0.04,0.565
41609,0.0,0.16
41610,0.0,0.12
41611,0.24,0.47
41612,0.01,0.66
41613,0.6325,0.715
41614,0.99,0.93
41615,0.88,0.98
41616,0.65,0.74
41617,0.04,0.65
41618,0.91,0.96
41619,0.02,0.2
41620,0.05,0.37
41621,0.1325,0.44
41622,0.95,0.7275
41623,0.22,0.67
41624,0.6523333333333332,0.3575
41625,0.9,0.52
41626,0.0,0.01
41627,0.12,0.12
41628,0.02,0.01
41629,0.05,0.28
41630,0.51,0.4
41631,0.43,0.36
41632,0.2683333333333333,0.71
41633,0.02,0.13
41634,0.05,0.25
41635,0.62,0.81
41636,0.26,0.27
41637,0.115,0.22
41638,0.0,0.15
41639,0.08,0.5925
41640,0.57,0.59
41641,0.65,0.79
41642,0.0,0.04
41643,0.09,0.11
41644,0.23,0.13
41645,0.02,0.86
41646,0.47,0.82
41647,0.01,0.26
41648,0.02,0.11
41649,0.7,0.65
41650,0.04333333333333334,0.8
41651,0.07,1.0
41652,0.56,0.87
41653,0.02,0.04
41654,0.11,0.34
41655,0.02,0.02
41656,0.47,0.645
41657,0.1,0.18
41658,0.38,0.91
41659,0.15,0.34
41660,0.03,0.93
41661,0.26,0.63
41662,0.0,0.75
41663,0.06,0.0525
41664,0.79,0.85
41665,0.04,0.13
41666,0.13666666666666666,0.9
41667,0.0,0.13
41668,0.03,0.05
