respondent_id,h1n1_vaccine,seasonal_vaccine
37734,0.7,0.56
37735,0.05,0.3
37736,0.53,0.44
37737,0.09,0.05
37738,0.45,0.52
37739,0.79,0.57
37740,0.59,0.87
37741,0.42,0.72
37742,0.52,0.36
37743,0.53,0.77
37744,0.13,0.18
37745,0.16,0.835
37746,0.24,0.87
37747,0.41045238095238096,0.02
37748,0.61,0.9
37749,0.76,0.97
37750,0.42,0.53
37751,0.14,0.18
37752,0.84,0.85
37753,0.17,0.275
37754,0.11,0.07
37755,0.14,0.36
37756,0.15,0.28
37757,0.09,0.16
37758,0.18,0.24
37759,0.08,0.01
37760,0.67,0.77
37761,0.35,0.48
37762,0.8166666666666665,0.89
37763,0.3,0.14
37764,0.05,0.92
37765,0.0,0.18452380952380953
37766,0.03,0.24
37767,0.55,0.8
37768,0.3,0.2
37769,0.0,0.05
37770,0.08,0.17
37771,0.11,0.37333333333333335
37772,0.51,0.6075
37773,0.27,0.25
37774,0.01,0.24
37775,0.09,0.52
37776,0.012727272727272728,0.06
37777,0.15,0.15
37778,0.01,0.05
37779,0.95,0.83
37780,0.03,0.06
37781,0.02,0.2
37782,0.29,0.73
37783,0.08,0.1
37784,0.01,0.17
37785,0.25,0.73
37786,0.26,0.36
37787,0.6166666666666667,0.77
37788,0.59,0.55
37789,0.01,0.06
37790,0.04,0.15
37791,0.42,0.63
37792,0.33,0.99
37793,0.06,0.19
37794,0.31,0.44
37795,0.06,0.03
37796,0.02,0.07
37797,0.48,0.04716666666666667
37798,0.03,0.19
37799,0.21,0.84
37800,0.28,0.5133333333333333
37801,0.03,0.19
37802,0.64,0.65
37803,0.33,0.17
37804,0.71,0.82
37805,0.34,0.17
37806,0.39,0.81
37807,0.87,0.96
37808,0.06,0.26
37809,0.16,0.46
37810,0.31,0.8
37811,0.06,0.03
37812,0.85,0.72
37813,0.04,0.59
37814,0.62,0.7225
37815,0.09,0.46
37816,0.0575,0.16
37817,0.7,0.93
37818,0.53,0.33
37819,0.57,0.58
37820,0.165,0.95
37821,0.15,0.87
37822,0.23,0.39
37823,0.05,0.08
37824,0.05,0.64
37825,0.06,0.03
37826,0.19,0.97
37827,0.43,0.58
37828,0.02,0.12
37829,0.28,0.21
37830,0.52,0.85
37831,0.11,0.56
37832,0.0,0.11333333333333333
37833,0.03,0.71
37834,0.82,0.76
37835,0.09,0.08
37836,0.06,0.94
37837,0.09,0.12
37838,0.8,0.91
37839,0.12,0.15
37840,0.02,0.05
37841,0.03,0.06
37842,0.19,0.5633333333333334
37843,0.07,0.1
37844,0.05,0.94
37845,0.245,0.78
37846,0.25,0.79
37847,0.81,0.89
37848,0.1,0.26
37849,0.06,0.525
37850,0.31,0.58
37851,0.04,0.21
37852,0.27,0.45
37853,0.09,0.56
37854,0.095,0.3084126984126984
37855,0.46,0.74
37856,0.18,0.53
37857,0.64,0.75
37858,0.05,0.39
37859,0.26,0.7
37860,0.13,0.13
37861,0.69,0.55
37862,0.77,0.7716666666666666
37863,0.07,0.05
37864,0.01,0.06666666666666667
37865,0.0,0.04
37866,0.4,0.4733333333333333
37867,0.15,0.68
37868,0.01,0.04
37869,0.08,0.21716666666666667
37870,0.01,0.09
37871,0.47,0.58
37872,0.11,0.65
37873,0.16,0.41
37874,0.05,0.14
37875,0.24,0.83
37876,0.26,0.55
37877,0.2533333333333333,0.86
37878,0.4,0.14666666666666667
37879,0.05,0.04833333333333333
37880,0.5866666666666667,0.49
37881,0.02,1.0
37882,0.2925,0.43
37883,0.27,0.63
37884,0.16,0.95
37885,0.03,0.2
37886,0.13,0.57
37887,0.04,0.11
37888,0.0,0.195
37889,0.0,0.05499999999999999
37890,0.0,0.87
37891,0.03,0.04
37892,0.36,0.32
37893,0.94,0.95
37894,0.305,0.1985
37895,0.06,0.1
37896,0.075,0.58
37897,0.68,0.24
37898,0.1475,0.19
37899,0.01,0.28600000000000003
37900,0.1,0.21
37901,0.52,0.83
37902,0.08,0.42
37903,0.28,0.84
37904,0.67,0.96
37905,0.26,0.32
37906,0.02,0.38
37907,0.05,0.13
37908,0.11,0.16
37909,0.13,0.58
37910,0.81,0.93
37911,0.2,0.2625
37912,0.12,0.41
37913,0.06,0.36
37914,0.09,0.64
37915,0.04,0.08
37916,0.78,0.87
37917,0.09,0.18
37918,0.27,0.8
37919,0.16,0.37
37920,0.42,0.59
37921,0.17,0.53
37922,0.13333333333333333,0.26
37923,0.05,0.67
37924,0.01,0.84
37925,0.15,0.98
37926,0.0,0.5
37927,0.2,0.22299999999999998
37928,0.5380714285714285,0.09
37929,0.6416666666666666,0.37
37930,0.0,0.1
37931,0.7,0.85
37932,0.03,0.25
37933,0.58,0.67
37934,0.03,0.22666666666666668
37935,0.03,0.9
37936,0.2,0.35
37937,0.18,0.42
37938,0.45,0.86
37939,0.7,0.76
37940,0.02,0.31
37941,0.0,0.06
37942,0.62,0.49
37943,0.02,0.09
37944,0.05,0.04
37945,0.25,0.7556666666666666
37946,0.03,0.45
37947,0.78,0.7
37948,0.12,0.11
37949,0.03,0.59
37950,0.04,0.15
37951,0.01,0.02
37952,0.115,0.15
37953,0.28583333333333333,0.95
37954,0.11,0.35
37955,0.86,0.85
37956,0.31,0.86
37957,0.19,0.23
37958,0.02,0.29
37959,0.01,0.98
37960,0.96,0.95
37961,0.27,0.2
37962,0.41,0.34
37963,0.13,0.99
37964,0.06,0.1
37965,0.68,0.84
37966,0.04,0.82
37967,0.0,0.0
37968,0.08,0.19
37969,0.07,0.96
37970,0.0,0.02
37971,0.18,0.17
37972,0.29,0.32
37973,0.37,0.24
37974,0.72,0.58
37975,0.47,0.73
37976,0.36166666666666664,0.49
37977,0.14,0.24
37978,0.508,0.73
37979,0.05,0.07
37980,0.08,0.2
37981,0.09,0.13
37982,0.11,0.4933333333333333
37983,0.11,0.11
37984,0.02,0.19
37985,0.26,0.63
37986,0.01,0.01
37987,0.19,0.6
37988,0.2,0.51
37989,0.025,0.03
37990,0.05,0.06
37991,0.07,0.78
37992,0.08,0.92
37993,0.01,0.33
37994,0.01,0.1
37995,0.07,0.2
37996,0.69,0.78
37997,0.4025,0.385
37998,0.41,0.89
37999,0.38,0.89
38000,0.16,0.34
38001,0.12,0.91
38002,0.74,0.71
38003,0.16,0.6625
38004,0.12,0.04
38005,0.3,0.9075
38006,0.06,0.12
38007,0.6,0.92
38008,0.03,0.4756666666666666
38009,0.06,0.06
38010,0.11333333333333334,0.61
38011,0.56,0.72
38012,0.07,0.606
38013,0.17,0.64
38014,0.07,0.41
38015,0.13,0.9283333333333332
38016,0.12,0.228
38017,0.02,0.546
38018,0.01,0.21
38019,0.71,0.87
38020,0.15,0.44
38021,0.04,0.15
38022,0.37,0.77
38023,0.25,0.27
38024,0.66,0.54
38025,0.13,0.17
38026,0.05,0.08
38027,0.35,0.91
38028,0.42,0.73
38029,0.0,0.01
38030,0.37,0.47
38031,0.81,0.93
38032,0.06,0.73
38033,0.07,0.4
38034,0.2,0.31
38035,0.0225,0.21
38036,0.14,0.26
38037,0.13,0.1
38038,0.12,0.78
38039,0.05,0.95
38040,0.37,0.36
38041,0.03,0.36
38042,0.1,0.06
38043,0.09,0.165
38044,0.06,0.69
38045,0.25,0.17
38046,0.06,0.67
38047,0.0,0.6
38048,0.18,0.3025
38049,0.07949999999999999,0.07
38050,0.03,0.07
38051,0.04,0.91
38052,0.13,0.2
38053,0.13,0.14
38054,0.48166666666666663,0.93
38055,0.25,0.08
38056,0.6033333333333334,0.87
38057,0.7,0.78
38058,0.13,0.9433333333333332
38059,0.5380714285714285,0.01
38060,0.04,0.85
38061,0.66,0.55
38062,0.5,0.2
38063,0.23,0.74
38064,0.0,0.04
38065,0.04,0.2
38066,0.14,0.81
38067,0.03,0.32
38068,0.32,0.45
38069,0.09,0.82
38070,0.28,0.52
38071,0.3,0.63
38072,0.02,0.14
38073,0.11,0.85
38074,0.06,0.35
38075,0.89,0.88
38076,0.09,0.58
38077,0.04,0.18833333333333335
38078,0.06,0.18
38079,0.05,0.54
38080,0.85,0.58
38081,0.09,0.84
38082,0.04,0.11
38083,0.31666666666666665,0.46
38084,0.62625,0.74
38085,0.05,0.08
38086,0.06,0.59
38087,0.32,0.73
38088,0.02,0.9266666666666667
38089,0.6,0.89
38090,0.14,0.06
38091,0.05,0.12
38092,0.38,0.92
38093,0.13,0.17
38094,0.4,0.805
38095,0.09,0.52
38096,0.53,0.76
38097,0.01,0.0075
38098,0.03,0.51
38099,0.12,0.32
38100,0.02,0.26
38101,0.09,0.89
38102,0.01,0.0
38103,0.07,0.16
38104,0.07,0.94
38105,0.18,0.4
38106,0.02,0.12
38107,0.055,0.08
38108,0.1,0.12
38109,0.42,0.8
38110,0.02,0.06
38111,0.03,0.645
38112,0.03,0.295
38113,0.51,0.48
38114,0.09,0.18
38115,0.01,1.0
38116,0.17,0.29
38117,0.0,0.05
38118,0.73,0.91
38119,0.11,0.85
38120,0.31,0.2
38121,0.03,0.17
38122,0.04,0.81
38123,0.29,0.43
38124,0.13,0.21
38125,0.31,0.38
38126,0.18,0.52
38127,0.63,0.85
38128,0.18760683760683766,0.24
38129,0.01,0.1774920634920635
38130,0.12,0.95
38131,0.05,0.08
38132,0.01,0.03
38133,0.16,0.22
38134,0.09,0.12
38135,0.32,0.63
38136,0.08333333333333331,0.67
38137,0.69,0.61
38138,0.05,0.07
38139,0.93,0.8
38140,0.03,0.2
38141,0.11,0.6
38142,0.61,0.7
38143,0.77,0.84
38144,0.53,0.65
38145,0.45,0.63
38146,0.08,0.89
38147,0.07,0.03
38148,0.81,0.85
38149,0.42,0.06
38150,0.35,0.58
38151,0.69,0.79
38152,0.05,0.58
38153,0.44,0.82
38154,0.03,0.02
38155,0.24,0.42
38156,0.61,0.59
38157,0.1,0.74
38158,0.04,0.97
38159,0.1,0.18333333333333332
38160,0.02,0.83
38161,0.75,0.86
38162,0.07,0.25
38163,0.4,0.51
38164,0.26,0.4
38165,0.04,0.28
38166,0.32,0.56
38167,0.67,0.89
38168,0.01,0.06
38169,0.75,0.81
38170,0.31,0.8
38171,0.76,0.75
38172,0.26,0.76
38173,0.18666666666666668,0.04
38174,0.02,0.05
38175,0.63,0.1825
38176,0.56,0.78
38177,0.56,0.92
38178,0.05,0.52
38179,0.44,0.46
38180,0.7508333333333335,0.6
38181,0.15,0.14
38182,0.26,0.66
38183,0.15,0.74
38184,0.01,0.09
38185,0.01,0.41
38186,0.08,0.3265
38187,0.0,0.01
38188,0.01,0.46
38189,0.18,0.53
38190,0.07,0.84
38191,0.12,0.47
38192,0.07,0.55
38193,0.1,0.87
38194,0.43,0.4
38195,0.24,0.67
38196,0.0,0.02
38197,0.03,0.05
38198,0.38,0.81
38199,0.07,0.13
38200,0.02,0.01
38201,0.04,0.15
38202,0.75,0.84
38203,0.24,0.1
38204,0.05,0.21
38205,0.01,0.39
38206,0.42,0.78
38207,0.33,0.71
38208,0.07,0.87
38209,0.02,0.06
38210,0.31,0.6
38211,0.15,0.175
38212,0.32,0.87
38213,0.02,0.05
38214,0.48,0.615
38215,0.07,0.56
38216,0.59,0.67
38217,0.03,0.11
38218,0.08,0.84
38219,0.03,0.1
38220,0.34,0.5
38221,0.04,0.5
38222,0.12,0.75
38223,0.42,0.97
38224,0.14,0.46
38225,0.13,0.31666666666666665
38226,0.26,0.4
38227,0.26,0.79
38228,0.07,0.57
38229,0.59,0.88
38230,0.04,0.35
38231,0.01,0.29
38232,0.31,0.51
38233,0.08,0.26
38234,0.02,0.39
38235,0.17,0.4
38236,0.86,0.93
38237,0.29,0.69
38238,0.03,0.11
38239,0.19,0.26
38240,0.34,0.44
38241,0.02,0.57
38242,0.03,0.17
38243,0.13,0.24
38244,0.07,0.06
38245,0.31,0.19
38246,0.09,0.34
38247,0.56,0.38
38248,0.705,0.64
38249,0.07,0.13
38250,0.72,0.03933333333333334
38251,0.0,0.06125
38252,0.0,0.0
38253,0.21,0.46
38254,0.43,0.24
38255,0.67,0.99
38256,0.11,0.45
38257,0.08,0.2
38258,0.92,0.83
38259,0.05,0.01
38260,0.14,0.4584444444444445
38261,0.01,0.06
38262,0.28833333333333333,0.03
38263,0.14,0.46
38264,0.28,0.74
38265,0.25,0.12
38266,0.1065,0.08
38267,0.16,0.1
38268,0.65,0.82
38269,0.105,0.2
38270,0.06,0.38
38271,0.04,0.12
38272,0.27,0.5
38273,0.35,0.5
38274,0.24,0.94
38275,0.11,0.17166666666666663
38276,0.11,0.3
38277,0.08,0.08
38278,0.43666666666666665,0.29
38279,0.8,0.91
38280,0.13,0.28
38281,0.85,0.97
38282,0.01,0.42
38283,0.91,1.0
38284,0.04,0.22
38285,0.18,0.94
38286,0.54,0.75
38287,0.11,0.69
38288,0.07,0.69
38289,0.14,0.77
38290,0.27,0.36
38291,0.09,0.92
38292,0.36,0.22
38293,0.13,0.76
38294,0.4,0.36
38295,0.5,0.89
38296,0.02,0.145
38297,0.7225,0.61
38298,0.69,0.47
38299,0.01,0.0
38300,0.91,0.9
38301,0.5966666666666667,0.58
38302,0.28,0.42
38303,0.15,0.07
38304,0.05,0.14
38305,0.04,0.19
38306,0.0,0.5225
38307,0.385,0.8
38308,0.02,0.11
38309,0.01,0.05
38310,0.04,0.28
38311,0.72,0.82
38312,0.37,0.31
38313,0.44733333333333336,0.36
38314,0.0,0.21
38315,0.37,0.47
38316,0.12,0.21
38317,0.005,0.04
38318,0.04,0.97
38319,0.45,0.65
38320,0.09,0.66
38321,0.44,0.51
38322,0.17,0.37
38323,0.26,0.3
38324,0.32,0.9
38325,0.62,0.94
38326,0.065,0.08
38327,0.21,0.27
38328,0.45,0.75
38329,0.16,0.81
38330,0.67,0.81
38331,0.05,0.09
38332,0.5,0.28
38333,0.24,0.43
38334,0.43,0.26
38335,0.58,0.37
38336,0.07,0.51
38337,0.67,0.81
38338,0.67,0.95
38339,0.83,0.78
38340,0.12,0.4
38341,0.77,0.85
38342,0.25,0.61
38343,0.26,0.64
38344,0.13,0.795
38345,0.21,0.06
38346,0.03,0.025
38347,0.75,0.93
38348,0.01,0.05
38349,0.04,0.13
38350,0.77,0.95
38351,0.11,0.29
38352,0.14,0.23
38353,0.35,0.9
38354,0.36,0.75
38355,0.46,0.92
38356,0.26,0.76
38357,0.96,0.96
38358,0.42,0.22
38359,0.04333333333333333,0.65
38360,0.03,0.3
38361,0.5,0.28
38362,0.2,0.15
38363,0.05,0.845
38364,0.03,0.07
38365,0.5985714285714285,0.7
38366,0.39,0.51
38367,0.61,0.75
38368,0.06,0.09
38369,0.7,0.9
38370,0.17,0.44
38371,0.04,0.09
38372,0.34,0.35
38373,0.43969047619047613,0.445
38374,0.66,0.25
38375,0.32,0.58
38376,0.23,0.56
38377,0.32,0.52
38378,0.05,0.15
38379,0.16,0.74
38380,0.26,0.78
38381,0.5,0.45
38382,0.24,0.49
38383,0.1,0.15
38384,0.29,0.57
38385,0.08,0.14
38386,0.89,0.89
38387,0.06,0.6933333333333335
38388,0.26,0.64
38389,0.54,0.59
38390,0.02,0.03
38391,0.91,0.85
38392,0.58,0.5
38393,0.77,0.93
38394,0.39,0.88
38395,0.06,0.19
38396,0.08,0.15
38397,0.92,1.0
38398,0.14,0.07
38399,0.06,0.25
38400,0.63,0.76
38401,0.4016666666666666,0.63
38402,0.02,0.17
38403,0.04,0.43
38404,0.28,0.1325
38405,0.64,0.9
38406,0.23,0.15
38407,0.6008333333333333,0.56
38408,0.0,0.1
38409,0.11,0.52
38410,0.11,0.28
38411,0.87,0.92
38412,0.11,0.88
38413,0.09,0.37
38414,0.58,0.49
38415,0.05,0.06
38416,0.11,0.93
38417,0.16,0.21
38418,0.0,0.12
38419,0.685,0.75
38420,0.0,0.18
38421,0.5,0.4825
38422,0.795,0.42
38423,0.33,0.76
38424,0.0,0.05
38425,0.36,0.8816666666666666
38426,0.05,0.54
38427,0.01,0.16
38428,0.52,0.79
38429,0.48,0.82
38430,0.04,0.342
38431,0.86,0.92
38432,0.15,0.78
38433,0.7,0.95
38434,0.01,0.16399999999999998
38435,0.0,0.38
38436,0.24,0.33
38437,0.24,0.57
38438,0.63,0.94
38439,0.0,0.165
38440,0.73,0.91
38441,0.8,0.86
38442,0.11,0.86
38443,0.05,0.07
38444,0.06,0.29
38445,0.38,0.31
38446,0.08,0.52
38447,0.07,0.1
38448,0.1,0.52
38449,0.01,0.13
38450,0.76,0.78
38451,0.05,0.25266666666666665
38452,0.49,0.5
38453,0.3,0.96
38454,0.43,0.88
38455,0.23,0.27
38456,0.09,0.19
38457,0.4425,0.53
38458,0.05,0.09
38459,0.6,0.87
38460,0.04,0.95
38461,0.21,0.68
38462,0.8,0.86
38463,0.74,0.96
38464,0.15,0.85
38465,0.0,0.02
38466,0.01,0.06
38467,0.43,0.72
38468,0.11,0.84
38469,0.02,0.08
38470,0.7,0.86
38471,0.03,0.07
38472,0.245,0.28
38473,0.185,0.23
38474,0.21,0.4
38475,0.075,0.23
38476,0.01,0.12916666666666665
38477,0.06,0.23
38478,0.62,0.8831666666666667
38479,0.35,0.57
38480,0.55,0.61
38481,0.23,0.49
38482,0.9,0.89
38483,0.05,0.08
38484,0.04,0.84
38485,0.11,0.67
38486,0.16,0.64
38487,0.13,0.66
38488,0.69,0.62
38489,0.03,0.34
38490,0.03,0.96
38491,0.58,0.81
38492,0.02,0.36
38493,0.08,0.11
38494,0.16,0.9666666666666667
38495,0.31,0.93
38496,0.36,0.55
38497,0.55,0.63
38498,0.28,0.36
38499,0.02,0.05
38500,0.05,0.17
38501,0.13,0.92
38502,0.06,0.41
38503,0.05,0.8
38504,0.14,0.31
38505,0.12,0.4525
38506,0.12,0.75
38507,0.81,0.86
38508,0.01,0.07833333333333334
38509,0.04,0.47
38510,0.8,0.56
38511,0.04,0.97
38512,0.45,0.59
38513,0.09,0.44
38514,0.29,0.15
38515,0.1,0.81
38516,0.75,0.66
38517,0.12,0.56
38518,0.56,0.89
38519,0.02,0.06
38520,0.45,0.68
38521,0.17,0.66
38522,0.065,0.53
38523,0.02,0.75
38524,0.08,0.52
38525,0.44,0.54
38526,0.6625,0.74
38527,0.07,0.19
38528,0.22,0.79
38529,0.0,0.06
38530,0.07,0.13
38531,0.26,0.7
38532,0.73,0.8606666666666666
38533,0.05583333333333334,0.15
38534,0.31,0.355
38535,0.07,0.89
38536,0.03,0.52
38537,0.88,0.97
38538,0.85,0.91
38539,0.22,0.91
38540,0.34,0.92
38541,0.13,0.6
38542,0.23,0.16
38543,0.39083333333333337,0.71
38544,0.4,0.5
38545,0.84,0.98
38546,0.1,0.15
38547,0.0,0.75
38548,0.5380714285714285,0.01
38549,0.14,0.25
38550,0.08,0.45
38551,0.79,0.75
38552,0.165,0.49
38553,0.43,0.53
38554,0.23666666666666664,0.67
38555,0.03,0.39
38556,0.01,0.03
38557,0.2,0.18
38558,0.24,0.19
38559,0.265,0.44666666666666666
38560,0.11,0.0
38561,0.84,0.91
38562,0.74,0.97
38563,0.3,0.16
38564,0.12,0.6775
38565,0.56,0.68
38566,0.08,0.11
38567,0.73,0.67
38568,0.45,0.45
38569,0.02,0.37
38570,0.7246666666666667,0.95
38571,0.05,0.73
38572,0.38,0.52
38573,0.04,0.06
38574,0.415,0.43
38575,0.37,0.25
38576,0.05,0.38
38577,0.16,0.4175
38578,0.11,0.29
38579,0.04,0.45
38580,0.2,0.39
38581,0.67,0.83
38582,0.54,0.78
38583,0.05,0.57
38584,0.27,0.51
38585,0.44,0.5
38586,0.08,0.11
38587,0.03,0.22
38588,0.07,0.64
38589,0.06,0.16
38590,0.16,0.81
38591,0.01651315789473684,0.64
38592,0.2,0.62
38593,0.27,0.68
38594,0.1,0.05
38595,0.11,0.26
38596,0.48,0.93
38597,0.23,0.12
38598,0.4375,0.47
38599,0.15,0.65
38600,0.05,0.11
38601,0.37,0.54
38602,0.42,0.98
38603,0.04,0.28
38604,0.925,0.96
38605,0.18583333333333332,0.525
38606,0.2,0.16
38607,0.39,0.74
38608,0.18,0.32
38609,0.06,0.25
38610,0.08,0.78
38611,0.06666666666666667,0.8266666666666667
38612,0.26,0.83
38613,0.08,0.52
38614,0.0,0.04
38615,0.05,0.06
38616,0.03333333333333333,0.07458333333333333
38617,0.29,0.06
38618,0.45,0.82
38619,0.12,0.16
38620,0.59,0.71
38621,0.65,0.81
38622,0.04,0.06333333333333334
38623,0.03,0.06
38624,0.15,0.09
38625,0.02,0.09
38626,0.3,0.84
38627,0.9,0.99
38628,0.02,0.05
38629,0.8,0.7
38630,0.29,0.71
38631,0.21,0.82
38632,0.09,0.97
38633,0.115,0.3
38634,0.11,0.17
38635,0.07,0.56
38636,0.18,0.87
38637,0.065,0.27
38638,0.06,0.09
38639,0.82,0.59
38640,0.07,0.23
38641,0.38,0.58
38642,0.0,0.05
38643,0.67,0.53
38644,0.01,0.51
38645,0.66,0.79
38646,0.7,0.59
38647,0.01,0.04
38648,0.93,0.9
38649,0.65,0.68
38650,0.0,0.01
38651,0.11,0.12
38652,0.61,0.78
38653,0.02,0.02
38654,0.06,0.04
38655,0.06,0.48
38656,0.11,0.29
38657,0.06,0.132
38658,0.03,0.92
38659,0.03,0.07
38660,0.89,0.88
38661,0.23,0.25
38662,0.14,0.12
38663,0.13,0.1
38664,0.46,0.76
38665,0.023333333333333334,0.5516666666666666
38666,0.05,0.51
38667,0.4,0.5083333333333333
38668,0.02,0.98
38669,0.08,0.22
38670,0.76,0.56
38671,0.05,0.27899999999999997
38672,0.11,0.49
38673,0.28,0.63
38674,0.29,0.86
38675,0.2,0.7666666666666667
38676,0.08,0.35
38677,0.02,0.37
38678,0.55,0.8
38679,0.75,0.69
38680,0.17,0.13666666666666666
38681,0.01,0.04
38682,0.23,0.44
38683,0.36,0.86
38684,0.04,0.995
38685,0.17,0.68
38686,0.07,0.59
38687,0.06,0.09
38688,0.28,0.42
38689,0.02,0.86
38690,0.13,0.14
38691,0.2757142857142857,0.08
38692,0.03,0.53
38693,0.05,0.53
38694,0.11166666666666668,0.275
38695,0.16,0.55
38696,0.1195,0.09
38697,0.28,0.665
38698,0.29,0.88
38699,0.2,0.78
38700,0.04,0.97
38701,0.39,0.69
38702,0.02,0.44
38703,0.24,0.83
38704,0.74,0.64
38705,0.32,0.89
38706,0.22,0.57
38707,0.1,0.69
38708,0.65,0.46
38709,0.2,0.5266666666666666
38710,0.1325,0.67
38711,0.45,0.7
38712,0.31,0.96
38713,0.22,0.96
38714,0.0,0.06
38715,0.18,0.58
38716,0.06,0.01
38717,0.03,0.21583333333333335
38718,0.1975,0.31
38719,0.0,0.05
38720,0.04,0.1
38721,0.0,0.08
38722,0.05,0.10916666666666666
38723,0.37,0.17
38724,0.06,0.08
38725,0.07,0.15
38726,0.23,0.49666666666666665
38727,0.18,0.78
38728,0.08083333333333334,0.11999999999999998
38729,0.03,0.85
38730,0.04,0.09
38731,0.01,0.23
38732,0.13,0.93
38733,0.315,0.385
38734,0.0,0.12
38735,0.87,0.82
38736,0.01,0.0
38737,0.05,0.11
38738,0.14,0.19
38739,0.35,0.66
38740,0.005,0.18
38741,0.07,0.27
38742,0.39,0.81
38743,0.07,0.98
38744,0.77,0.7
38745,0.07,0.335
38746,0.22,0.66
38747,0.20666666666666667,0.18
38748,0.87,0.7
38749,0.43,0.5
38750,0.055,0.49
38751,0.1,0.25
38752,0.03,0.02
38753,0.65,0.83
38754,0.13,0.06
38755,0.32,0.67
38756,0.0075,0.1
38757,0.21,0.44
38758,0.05,0.15
38759,0.45,0.79
38760,0.01,0.145
38761,0.04,0.41
38762,0.4925,0.56
38763,0.07,0.29
38764,0.03,0.19
38765,0.04,0.16
38766,0.14,0.46
38767,0.6,0.89
38768,0.91,1.0
38769,0.38,0.43
38770,0.03,0.03
38771,0.03,0.12
38772,0.16,0.66
38773,0.21,0.29
38774,0.24,0.81
38775,0.15,0.6
38776,0.26,0.31
38777,0.09,0.25
38778,0.31,0.43
38779,0.0,0.01
38780,0.74,0.31
38781,0.34,0.7
38782,0.01,0.09
38783,0.22,0.33
38784,0.81,0.81
38785,0.23,0.83
38786,0.05,0.2
38787,0.32,0.63
38788,0.26,0.31
38789,0.31,0.96
38790,0.29,0.54
38791,0.22,0.13
38792,0.44,0.82
38793,0.56,0.95
38794,0.03,0.4
38795,0.28,0.22
38796,0.67,0.8833333333333334
38797,0.09,0.3
38798,0.12,0.71
38799,0.04,0.88
38800,0.33183333333333337,0.4066666666666666
38801,0.15,0.22
38802,0.14,0.44
38803,0.37,0.68
38804,0.54,0.56
38805,0.44,0.78
38806,0.52,0.58
38807,0.0,0.0
38808,0.09,0.24
38809,0.22,0.2078253968253968
38810,0.03,0.76
38811,0.15,0.68
38812,0.35,0.62
38813,0.18,0.14
38814,0.29,0.62
38815,0.09,0.19
38816,0.14,0.73
38817,0.31,0.46
38818,0.65,0.57
38819,0.05,0.32
38820,0.07,0.32
38821,0.11,0.12
38822,0.09,0.785
38823,0.04,0.08
38824,0.22,0.19
38825,0.79,0.67
38826,0.14,0.73
38827,0.33,0.3
38828,0.09,0.47
38829,0.08,0.24
38830,0.07,0.98
38831,0.07,0.0
38832,0.02,0.25
38833,0.02,0.23
38834,0.06,0.27
38835,0.1,0.31
38836,0.09,0.21
38837,0.74,0.73
38838,0.22,0.213
38839,0.16666666666666669,0.48
38840,0.08,0.57
38841,0.14,0.12
38842,0.77,0.97
38843,0.08,0.78
38844,0.23,0.25
38845,0.2,0.35
38846,0.07,0.85
38847,0.31,0.34
38848,0.01,0.98
38849,0.61,0.61
38850,0.17,0.78
38851,0.31,0.72
38852,0.02,0.23416666666666663
38853,0.14,0.1
38854,0.13,0.7226666666666667
38855,0.08,0.82
38856,0.08,0.16
38857,0.05,0.09
38858,0.26,0.49
38859,0.04,0.33
38860,0.02,0.04
38861,0.09,0.175
38862,0.03,0.89
38863,0.06,0.18
38864,0.15,0.9
38865,0.01,0.05
38866,0.1875,0.15
38867,0.15,0.35
38868,0.08,0.04
38869,0.2,0.39
38870,0.14,0.51
38871,0.23,0.04
38872,0.19,0.8655714285714285
38873,0.0,0.04
38874,0.31,0.62
38875,0.66,0.61
38876,0.195,0.12
38877,0.01,0.11166666666666666
38878,0.04,0.51
38879,0.27,0.49
38880,0.26,0.66
38881,0.46,0.49
38882,0.23,0.72
38883,0.36,0.22
38884,0.09,0.91
38885,0.0,0.09
38886,0.21,0.21
38887,0.04,0.83
38888,0.22,0.6
38889,0.37,0.5441666666666667
38890,0.75,0.68
38891,0.5225,0.7
38892,0.27,0.99
38893,0.91,0.96
38894,0.89,0.82
38895,0.84,0.87
38896,0.0,0.11
38897,0.31,0.14
38898,0.67,0.8491666666666666
38899,0.09,0.2
38900,0.78,0.83
38901,0.29,0.61
38902,0.09666666666666666,0.35
38903,0.895,0.96
38904,0.08,0.12
38905,0.35,0.05
38906,0.49,0.79
38907,0.49,0.68
38908,0.02,0.06
38909,0.15,0.25
38910,0.02,0.08
38911,0.08,0.19
38912,0.16,0.94
38913,0.6,0.62
38914,0.22,0.31
38915,0.12,0.65
38916,0.73,0.8
38917,0.23,0.2
38918,0.19,0.25
38919,0.18,0.59
38920,0.02,0.99
38921,0.24,0.27
38922,0.1,0.11
38923,0.11,0.54
38924,0.06,0.1
38925,0.49,0.71
38926,0.34,0.37
38927,0.05,0.13
38928,0.055,0.1
38929,0.43,0.93
38930,0.02,0.04
38931,0.08,0.15977777777777777
38932,0.74,0.74
38933,0.08,0.2
38934,0.14,0.45
38935,0.25,0.15
38936,0.71,0.87
38937,0.08,0.19
38938,0.1,0.2692142857142857
38939,0.75,0.74
38940,0.41,0.85
38941,0.07,0.2
38942,0.0,0.01
38943,0.62,0.48
38944,0.64,0.86
38945,0.04,0.18833333333333335
38946,0.86,0.74
38947,0.22,0.91
38948,0.57,0.64
38949,0.33,0.25
